Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),7 Day Total Sales ,Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),Number of Days,Key,Short Key,Impressions Per Day,Spend Per Day,Sales Per Day
6-Jun-21,6-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,bowls toddler,7,1,14.29%,1.02,0.0,1.02,0,0.0,1,bowls toddler Floral Broad Ad Group bowls for toddlers,bowls toddler Floral,7.0,1.02,0.0
28-May-21,28-May-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,no spill bowls for toddlers,11,1,9.09%,1.37,0.0,1.37,0,0.0,1,no spill bowls for toddlers Floral Broad Ad Group bowls for toddlers,no spill bowls for toddlers Floral,11.0,1.37,0.0
7-Jun-21,7-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,plates and bowls for toddlers,8,1,12.50%,0.65,0.0,0.65,0,0.0,1,plates and bowls for toddlers Floral Broad Ad Group bowls for toddlers,plates and bowls for toddlers Floral,8.0,0.65,0.0
5-Jun-21,5-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,splash toddler bowls,69,1,1.45%,0.75,0.0,0.75,0,0.0,1,splash toddler bowls Floral Broad Ad Group bowls for toddlers,splash toddler bowls Floral,69.0,0.75,0.0
9-Jun-21,18-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,toddler bowl,289,6,2.08%,1.12,0.0,6.72,0,0.0,9,toddler bowl Floral Broad Ad Group bowls for toddlers,toddler bowl Floral,32.111111111111114,0.7466666666666666,0.0
25-May-21,16-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,toddler bowls,557,8,1.44%,1.47,49.98,11.76,23.53%,4.25,22,toddler bowls Floral Broad Ad Group bowls for toddlers,toddler bowls Floral,25.318181818181817,0.5345454545454545,2.2718181818181815
28-May-21,6-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,toddler food bowls,12,2,16.67%,0.78,0.0,1.55,0,0.0,9,toddler food bowls Floral Broad Ad Group bowls for toddlers,toddler food bowls Floral,1.3333333333333333,0.17222222222222222,0.0
27-May-21,7-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,toddler plates and bowls,83,5,6.02%,1.15,0.0,5.73,0,0.0,11,toddler plates and bowls Floral Broad Ad Group bowls for toddlers,toddler plates and bowls Floral,7.545454545454546,0.520909090909091,0.0
29-May-21,18-Jun-21,Floral,Exact Ad Group,toddler plates,EXACT,toddler plate,1124,22,1.96%,1.95,99.96,42.86,42.88%,2.33,20,toddler plate Floral Exact Ad Group toddler plates,toddler plate Floral,56.2,2.143,4.997999999999999
28-May-21,19-Jun-21,Floral,Exact Ad Group,toddler plates,EXACT,toddler plates,7732,192,2.48%,2.06,549.78,395.27,71.90%,1.39,22,toddler plates Floral Exact Ad Group toddler plates,toddler plates Floral,351.45454545454544,17.96681818181818,24.99
3-Jun-21,8-Jun-21,Rainforest,Exact Ad Group,bowls for toddlers,EXACT,bowls for toddlers,29,3,10.34%,2.0,24.99,6.01,24.05%,4.16,5,bowls for toddlers Rainforest Exact Ad Group bowls for toddlers,bowls for toddlers Rainforest,5.8,1.202,4.997999999999999
29-May-21,29-May-21,Rainforest,Exact Ad Group,plates for toddlers,EXACT,plate for toddler,45,1,2.22%,1.63,0.0,1.63,0,0.0,1,plate for toddler Rainforest Exact Ad Group plates for toddlers,plate for toddler Rainforest,45.0,1.63,0.0
28-May-21,3-Jun-21,Rainforest,Exact Ad Group,plates for toddlers,EXACT,plate toddler,15,2,13.33%,1.9,0.0,3.8,0,0.0,6,plate toddler Rainforest Exact Ad Group plates for toddlers,plate toddler Rainforest,2.5,0.6333333333333333,0.0
27-May-21,6-Jun-21,Rainforest,Exact Ad Group,plates for toddlers,EXACT,plates for toddlers,182,5,2.75%,1.75,24.99,8.74,34.97%,2.86,10,plates for toddlers Rainforest Exact Ad Group plates for toddlers,plates for toddlers Rainforest,18.2,0.874,2.4989999999999997
6-Jun-21,6-Jun-21,Rainforest,Exact Ad Group,plates for toddlers,EXACT,plates toddler,10,1,10.00%,1.1,0.0,1.1,0,0.0,1,plates toddler Rainforest Exact Ad Group plates for toddlers,plates toddler Rainforest,10.0,1.1,0.0
25-May-21,6-Jun-21,Rainforest,Exact Ad Group,kids dinnerware,EXACT,kids dinnerware,365,5,1.37%,1.03,24.99,5.16,20.65%,4.84,12,kids dinnerware Rainforest Exact Ad Group kids dinnerware,kids dinnerware Rainforest,30.416666666666668,0.43,2.0825
27-May-21,8-Jun-21,Rainforest,Exact Ad Group,kids plates and bowls,EXACT,kids plates and bowls,561,15,2.67%,1.43,24.99,21.5,86.03%,1.16,12,kids plates and bowls Rainforest Exact Ad Group kids plates and bowls,kids plates and bowls Rainforest,46.75,1.7916666666666667,2.0825
28-May-21,5-Jun-21,Rainforest,Exact Ad Group,toddler bowls,EXACT,toddler bowl,418,5,1.20%,1.7,0.0,8.5,0,0.0,8,toddler bowl Rainforest Exact Ad Group toddler bowls,toddler bowl Rainforest,52.25,1.0625,0.0
28-May-21,7-Jun-21,Rainforest,Exact Ad Group,toddler bowls,EXACT,toddler bowls,1024,15,1.46%,1.71,24.99,25.68,102.76%,0.97,10,toddler bowls Rainforest Exact Ad Group toddler bowls,toddler bowls Rainforest,102.4,2.568,2.4989999999999997
29-May-21,10-Jun-21,Rainforest,Exact Ad Group,toddler plates,EXACT,toddler plate,1194,24,2.01%,1.89,99.96,45.38,45.40%,2.2,12,toddler plate Rainforest Exact Ad Group toddler plates,toddler plate Rainforest,99.5,3.7816666666666667,8.33
28-May-21,12-Jun-21,Rainforest,Exact Ad Group,toddler plates,EXACT,toddler plates,6028,128,2.12%,2.07,374.85,264.62,70.59%,1.42,15,toddler plates Rainforest Exact Ad Group toddler plates,toddler plates Rainforest,401.8666666666667,17.641333333333332,24.990000000000002
2-Jun-21,2-Jun-21,Rainforest,Exact Ad Group,toddler plates,EXACT,toddlers plates,2,1,50.00%,1.69,24.99,1.69,6.76%,14.79,1,toddlers plates Rainforest Exact Ad Group toddler plates,toddlers plates Rainforest,2.0,1.69,24.99
31-May-21,8-Jun-21,Floral,Exact Ad Group,toddler bowls,EXACT,toddler bowl,639,7,1.10%,1.89,24.99,13.26,53.06%,1.88,8,toddler bowl Floral Exact Ad Group toddler bowls,toddler bowl Floral,79.875,1.6575,3.12375
28-May-21,8-Jun-21,Floral,Exact Ad Group,toddler bowls,EXACT,toddler bowls,675,11,1.63%,1.76,0.0,19.4,0,0.0,11,toddler bowls Floral Exact Ad Group toddler bowls,toddler bowls Floral,61.36363636363637,1.7636363636363634,0.0
9-Jun-21,9-Jun-21,Rainforest,ASIN,"asin=""B01AVGY5YO""",-,b01avgy5yo,109,2,1.83%,1.17,0.0,2.34,0,0.0,1,"b01avgy5yo Rainforest ASIN asin=""B01AVGY5YO""",b01avgy5yo Rainforest,109.0,2.34,0.0
5-Jun-21,11-Jun-21,Rainforest,ASIN,"asin=""B091BK5LFN""",-,b091bk5lfn,122,4,3.28%,0.9,0.0,3.61,0,0.0,6,"b091bk5lfn Rainforest ASIN asin=""B091BK5LFN""",b091bk5lfn Rainforest,20.333333333333332,0.6016666666666667,0.0
3-Jun-21,12-Jun-21,Rainforest,ASIN,"asin=""B07DLXQZ4K""",-,b07dlxqz4k,740,16,2.16%,1.04,124.95,16.67,13.34%,7.5,9,"b07dlxqz4k Rainforest ASIN asin=""B07DLXQZ4K""",b07dlxqz4k Rainforest,82.22222222222223,1.8522222222222224,13.883333333333333
6-Jun-21,12-Jun-21,Rainforest,ASIN,"asin=""B08MMLZYLZ""",-,b08mmlzylz,738,6,0.81%,0.81,0.0,4.84,0,0.0,6,"b08mmlzylz Rainforest ASIN asin=""B08MMLZYLZ""",b08mmlzylz Rainforest,123.0,0.8066666666666666,0.0
5-Jun-21,7-Jun-21,Rainforest,ASIN,"asin=""B07D9TMH28""",-,b07d9tmh28,162,3,1.85%,0.87,24.99,2.61,10.44%,9.57,2,"b07d9tmh28 Rainforest ASIN asin=""B07D9TMH28""",b07d9tmh28 Rainforest,81.0,1.305,12.495
4-Jun-21,9-Jun-21,Rainforest,ASIN,"asin=""B08MMJTVPL""",-,b08mmjtvpl,75,3,4.00%,0.69,74.97,2.07,2.76%,36.22,5,"b08mmjtvpl Rainforest ASIN asin=""B08MMJTVPL""",b08mmjtvpl Rainforest,15.0,0.414,14.994
13-Jun-21,15-Jun-21,Floral,ASIN,"asin=""B08MKW1VFX""",-,b08mkw1vfx,40,2,5.00%,0.75,0.0,1.5,0,0.0,2,"b08mkw1vfx Floral ASIN asin=""B08MKW1VFX""",b08mkw1vfx Floral,20.0,0.75,0.0
3-Jun-21,17-Jun-21,Floral,ASIN,"asin=""B01AVGY5YO""",-,b01avgy5yo,145,5,3.45%,0.89,0.0,4.45,0,0.0,14,"b01avgy5yo Floral ASIN asin=""B01AVGY5YO""",b01avgy5yo Floral,10.357142857142858,0.3178571428571429,0.0
6-Jun-21,19-Jun-21,Floral,ASIN,"asin=""B091BK5LFN""",-,b091bk5lfn,96,3,3.13%,0.69,0.0,2.07,0,0.0,13,"b091bk5lfn Floral ASIN asin=""B091BK5LFN""",b091bk5lfn Floral,7.384615384615385,0.15923076923076923,0.0
6-Jun-21,19-Jun-21,Floral,ASIN,"asin=""B07DLXQZ4K""",-,b07dlxqz4k,723,15,2.07%,0.91,74.97,13.66,18.22%,5.49,13,"b07dlxqz4k Floral ASIN asin=""B07DLXQZ4K""",b07dlxqz4k Floral,55.61538461538461,1.0507692307692307,5.766923076923077
6-Jun-21,18-Jun-21,Floral,ASIN,"asin=""B08MMLZYLZ""",-,b08mmlzylz,915,9,0.98%,0.86,24.99,7.78,31.13%,3.21,12,"b08mmlzylz Floral ASIN asin=""B08MMLZYLZ""",b08mmlzylz Floral,76.25,0.6483333333333333,2.0825
3-Jun-21,14-Jun-21,Floral,ASIN,"asin=""B07D9TMH28""",-,b07d9tmh28,43,2,4.65%,1.14,0.0,2.27,0,0.0,11,"b07d9tmh28 Floral ASIN asin=""B07D9TMH28""",b07d9tmh28 Floral,3.909090909090909,0.20636363636363636,0.0
14-Jun-21,14-Jun-21,Floral,ASIN,"asin=""B08MMJTVPL""",-,b08mmjtvpl,21,1,4.76%,0.55,0.0,0.55,0,0.0,1,"b08mmjtvpl Floral ASIN asin=""B08MMJTVPL""",b08mmjtvpl Floral,21.0,0.55,0.0
6-Jun-21,6-Jun-21,Rainforest,ASIN,"asin=""B08MKW1VFX""",-,b08mkw1vfx,15,1,6.67%,1.03,0.0,1.03,0,0.0,1,"b08mkw1vfx Rainforest ASIN asin=""B08MKW1VFX""",b08mkw1vfx Rainforest,15.0,1.03,0.0
4-Jun-21,11-Jun-21,Rainforest,ASIN,"asin=""B07JRHN1NX""",-,b07jrhn1nx,1735,13,0.75%,0.95,24.99,12.41,49.66%,2.01,7,"b07jrhn1nx Rainforest ASIN asin=""B07JRHN1NX""",b07jrhn1nx Rainforest,247.85714285714286,1.772857142857143,3.57
4-Jun-21,9-Jun-21,Floral,ASIN,"asin=""B07JRHN1NX""",-,b07jrhn1nx,735,6,0.82%,0.83,0.0,4.98,0,0.0,5,"b07jrhn1nx Floral ASIN asin=""B07JRHN1NX""",b07jrhn1nx Floral,147.0,0.9960000000000001,0.0
30-May-21,30-May-21,Rainforest,Ultimate,*,-,b07gv5xb7j,1,1,100.00%,0.16,0.0,0.16,0,0.0,1,b07gv5xb7j Rainforest Ultimate *,b07gv5xb7j Rainforest,1.0,0.16,0.0
30-May-21,2-Jun-21,Rainforest,Ultimate,*,-,b07kyxrlsn,2,2,100.00%,0.18,24.99,0.36,1.44%,69.42,3,b07kyxrlsn Rainforest Ultimate *,b07kyxrlsn Rainforest,0.6666666666666666,0.12,8.33
8-Jun-21,8-Jun-21,Rainforest,Ultimate,*,-,b07ps2gzmq,2,1,50.00%,0.12,0.0,0.12,0,0.0,1,b07ps2gzmq Rainforest Ultimate *,b07ps2gzmq Rainforest,2.0,0.12,0.0
6-Jun-21,6-Jun-21,Rainforest,Ultimate,*,-,b07yjk2fzt,2,1,50.00%,0.18,0.0,0.18,0,0.0,1,b07yjk2fzt Rainforest Ultimate *,b07yjk2fzt Rainforest,2.0,0.18,0.0
28-May-21,28-May-21,Rainforest,Ultimate,*,-,b08d8r4v43,3,2,66.67%,0.18,0.0,0.36,0,0.0,1,b08d8r4v43 Rainforest Ultimate *,b08d8r4v43 Rainforest,3.0,0.36,0.0
11-Jun-21,11-Jun-21,Rainforest,Ultimate,*,-,b08jctmtxw,1,1,100.00%,0.06,0.0,0.06,0,0.0,1,b08jctmtxw Rainforest Ultimate *,b08jctmtxw Rainforest,1.0,0.06,0.0
30-May-21,30-May-21,Rainforest,Ultimate,*,-,b08jzjwmjj,3,1,33.33%,0.16,0.0,0.16,0,0.0,1,b08jzjwmjj Rainforest Ultimate *,b08jzjwmjj Rainforest,3.0,0.16,0.0
1-Jun-21,1-Jun-21,Rainforest,Ultimate,*,-,b08l4j1wkd,1,1,100.00%,0.15,0.0,0.15,0,0.0,1,b08l4j1wkd Rainforest Ultimate *,b08l4j1wkd Rainforest,1.0,0.15,0.0
3-Jun-21,3-Jun-21,Rainforest,Ultimate,*,-,b08x6x7sh4,1,1,100.00%,0.18,0.0,0.18,0,0.0,1,b08x6x7sh4 Rainforest Ultimate *,b08x6x7sh4 Rainforest,1.0,0.18,0.0
6-Jun-21,6-Jun-21,Rainforest,Ultimate,*,-,camping plates bamboo,1,1,100.00%,0.02,0.0,0.02,0,0.0,1,camping plates bamboo Rainforest Ultimate *,camping plates bamboo Rainforest,1.0,0.02,0.0
1-Jun-21,3-Jun-21,Rainforest,Ultimate,*,-,grow forward,64,6,9.38%,0.12,99.96,0.74,0.74%,135.08,2,grow forward Rainforest Ultimate *,grow forward Rainforest,32.0,0.37,49.98
9-Jun-21,9-Jun-21,Rainforest,Ultimate,*,-,grow forward bowls,2,1,50.00%,0.18,0.0,0.18,0,0.0,1,grow forward bowls Rainforest Ultimate *,grow forward bowls Rainforest,2.0,0.18,0.0
31-May-21,31-May-21,Rainforest,Ultimate,*,-,plates and bowls sets,2,1,50.00%,0.18,0.0,0.18,0,0.0,1,plates and bowls sets Rainforest Ultimate *,plates and bowls sets Rainforest,2.0,0.18,0.0
25-May-21,25-May-21,Rainforest,Ultimate,*,-,toddler plates and bowls set,21,1,4.76%,0.18,0.0,0.18,0,0.0,1,toddler plates and bowls set Rainforest Ultimate *,toddler plates and bowls set Rainforest,21.0,0.18,0.0
28-May-21,28-May-21,Rainforest,Ultimate,*,-,weemoose plates,1,1,100.00%,0.19,0.0,0.19,0,0.0,1,weemoose plates Rainforest Ultimate *,weemoose plates Rainforest,1.0,0.19,0.0
2-Jun-21,2-Jun-21,Floral,Ultimate,*,-,b01f4kawia,1,1,100.00%,0.05,0.0,0.05,0,0.0,1,b01f4kawia Floral Ultimate *,b01f4kawia Floral,1.0,0.05,0.0
30-May-21,30-May-21,Floral,Ultimate,*,-,b07fp3nyst,16,1,6.25%,0.18,0.0,0.18,0,0.0,1,b07fp3nyst Floral Ultimate *,b07fp3nyst Floral,16.0,0.18,0.0
18-Jun-21,18-Jun-21,Floral,Ultimate,*,-,b07jy8d65f,1,1,100.00%,0.07,0.0,0.07,0,0.0,1,b07jy8d65f Floral Ultimate *,b07jy8d65f Floral,1.0,0.07,0.0
27-May-21,27-May-21,Floral,Ultimate,*,-,b07kw5plw9,1,1,100.00%,0.18,0.0,0.18,0,0.0,1,b07kw5plw9 Floral Ultimate *,b07kw5plw9 Floral,1.0,0.18,0.0
26-May-21,2-Jun-21,Floral,Ultimate,*,-,b07kyx5mhx,14,2,14.29%,0.18,0.0,0.36,0,0.0,7,b07kyx5mhx Floral Ultimate *,b07kyx5mhx Floral,2.0,0.05142857142857143,0.0
30-May-21,30-May-21,Floral,Ultimate,*,-,b07xhmx5vy,7,1,14.29%,0.18,0.0,0.18,0,0.0,1,b07xhmx5vy Floral Ultimate *,b07xhmx5vy Floral,7.0,0.18,0.0
18-Jun-21,18-Jun-21,Floral,Ultimate,*,-,b07zhml9nh,1,1,100.00%,0.12,0.0,0.12,0,0.0,1,b07zhml9nh Floral Ultimate *,b07zhml9nh Floral,1.0,0.12,0.0
14-Jun-21,14-Jun-21,Floral,Ultimate,*,-,b08cskbqvc,7,1,14.29%,0.18,0.0,0.18,0,0.0,1,b08cskbqvc Floral Ultimate *,b08cskbqvc Floral,7.0,0.18,0.0
16-Jun-21,16-Jun-21,Floral,Ultimate,*,-,b08gp3b6hb,1,1,100.00%,0.07,0.0,0.07,0,0.0,1,b08gp3b6hb Floral Ultimate *,b08gp3b6hb Floral,1.0,0.07,0.0
19-Jun-21,19-Jun-21,Floral,Ultimate,*,-,b08njz1xy9,1,1,100.00%,0.04,0.0,0.04,0,0.0,1,b08njz1xy9 Floral Ultimate *,b08njz1xy9 Floral,1.0,0.04,0.0
3-Jun-21,3-Jun-21,Floral,Ultimate,*,-,b08x653v74,1,1,100.00%,0.15,0.0,0.15,0,0.0,1,b08x653v74 Floral Ultimate *,b08x653v74 Floral,1.0,0.15,0.0
30-May-21,15-Jun-21,Floral,Ultimate,*,-,grow forward,21,5,23.81%,0.12,24.99,0.62,2.48%,40.31,16,grow forward Floral Ultimate *,grow forward Floral,1.3125,0.03875,1.561875
3-Jun-21,3-Jun-21,Floral,Ultimate,*,-,grow+forward,1,1,100.00%,0.24,0.0,0.24,0,0.0,1,grow+forward Floral Ultimate *,grow+forward Floral,1.0,0.24,0.0
9-Jun-21,9-Jun-21,Floral,Ultimate,*,-,wheat straw dinnerware sets,1,1,100.00%,0.06,0.0,0.06,0,0.0,1,wheat straw dinnerware sets Floral Ultimate *,wheat straw dinnerware sets Floral,1.0,0.06,0.0
